#0	/Users/bu/bio/proj/learn/python/txt2word/lib/S01E1.srt
#1	/Users/bu/bio/proj/learn/python/txt2word/lib/S01E2.srt
#2	/Users/bu/bio/proj/learn/python/txt2word/lib/S01E3.srt
#3	/Users/bu/bio/proj/learn/python/txt2word/lib/S01E4.srt
#4	/Users/bu/bio/proj/learn/python/txt2word/lib/S01E5.srt
#5	/Users/bu/bio/proj/learn/python/txt2word/lib/S01E6.srt
word           total	0	1	2	3	4	5	example
set            2	1	1	0	0	0	0	I'll just set this on your side table, ok?
sets           1	0	0	0	0	0	1	It sets the air on fire.
settle         1	1	0	0	0	0	0	- Why there? - Refugee settle.
settled        1	0	0	0	0	0	1	The matter is settled.
seven          1	0	0	0	0	0	1	Seven seconds.
sewer          1	0	1	0	0	0	0	Yeah, we've got ourselves a sewer tunnel.
sewers         2	0	2	0	0	0	0	What about under the streets? The sewers?
shade          1	0	0	0	1	0	0	Why don't you go and get yourself in the shade?
shame          1	0	0	1	0	0	0	That's a damn shame.
shane          37	5	3	10	5	3	11	You see, this is -- this is when Reverend Shane wants to
share          2	1	0	1	0	0	0	You share your feelings and that kind of stuff?
sharp          1	1	0	0	0	0	0	Take a moment, eh? Look how sharp it is.
shaving        1	0	0	1	0	0	0	wait till you start shaving.
she            35	7	3	10	1	5	9	That's what she always says: "Speak".
shell          1	0	0	0	0	0	1	Just a shell driven by mindless instinct.
shelter        3	2	0	0	0	1	0	Military protection food, shelter... They told people to go there.
sheriff        2	1	1	0	0	0	0	and we'll patch in Linclon County Sheriff radio.
shh            15	7	1	0	2	3	2	Shh, shh, shh, hey, you look at me, stay with me, you hear me?
ship           1	0	0	0	0	1	0	I say swim toward the closest ship,
shit           7	2	3	1	0	0	1	Look, man, that's just shit couples go through.
shoot          7	2	3	0	2	0	0	Dad, can I learn to shoot?
shooting       1	0	1	0	0	0	0	Not shooting up the streets like it's the O.K.Corral.
short          3	0	0	2	0	0	1	Sometimes they fall short.
shot           17	11	0	2	1	2	1	Son of a bitch shot me.
shotguns       1	0	0	1	0	0	0	- Wait. What guns? - Six shotguns,
should         10	3	2	3	1	1	0	I never should have fired that gun today.
shouting       1	0	1	0	0	0	0	Stay within shouting distance.
shove          1	0	0	0	1	0	0	And shove it up yours. Just so you know.
shovel         2	0	0	0	2	0	0	Why don't you just go ahead and give me that shovel?
show           11	1	1	3	2	3	1	Let's not be here when they show up.
showed         1	0	0	0	1	0	0	He cut off some dude's hand, man. He showed it to me.
shower         1	0	0	0	0	0	1	If you shower, go easy on the hot water.
shows          2	2	0	0	0	0	0	Hey, we'll get them on one of those video shows, you know,
shut           14	0	0	1	7	6	0	- Shane, shut up. Don't! - I don't think that--
shutdown       1	0	0	0	0	0	1	the brian goes into shutdown,
shutters       1	0	0	0	0	1	0	Then why are these shutters down?
shutting       2	0	0	0	0	0	2	It's not up to me. Zone 5 is shutting itself down.
sick           5	0	1	0	1	3	0	'cause I'm getting sick and tired of hearing mine.
side           5	1	3	0	1	0	0	I'll just set this on your side table, ok?
sides          1	0	0	0	1	0	0	Mistakes were made on both sides.
sight          3	0	0	2	1	0	0	You are a welcome sight.
sign           1	0	0	0	0	0	1	Please, man, just show me a sign. Anything.
signal         3	0	2	0	0	1	0	Got no signal. Maybe the roof.
significantly  1	0	0	0	0	0	1	that produces a blast wave of significantly greater power
signs          2	1	0	0	1	0	0	we ought to put signs up on 85
silly          1	0	0	1	0	0	0	Never you mind, silly christ boy.
since          4	0	0	0	1	3	0	The people we've encountered since things fell apart,
single         3	1	0	1	0	1	0	turn off every single light this chick left on.
sir            8	4	1	2	1	0	0	- Very wise. - Yes, sir.
sister         6	0	2	2	0	0	2	My sister.
sit            2	2	0	0	0	0	0	Sit down,before you fall down.
site           1	0	1	0	0	0	0	That construction site,
sitting        2	0	0	2	0	0	0	It's just sitting there on the street, waiting to be picked up.
situation      1	0	0	0	1	0	0	I don't think you fully appreciate the gravity of the situation.
six            1	0	0	1	0	0	0	- Wait. What guns? - Six shotguns,
skank          1	0	0	1	0	0	0	Damn. You are one ugly skank.
skin           3	1	1	0	1	0	0	Her skin gave off heat like a furnace...
slam           1	0	0	0	0	0	1	Doctor, I don't mean to slam you with questions first thing--
slap           1	1	0	0	0	0	0	sometimes you wanna slap me outside the head...
slaughtering   1	0	0	0	0	0	1	They were slaughtering people in the hallways.
sleep          3	0	0	1	0	0	2	You sleep okay?
sleeping       1	0	0	0	0	1	0	Item-- I'm still not sleeping well.
slow           2	0	0	1	1	0	0	Daryl, just slow up a bit. I need to talk to you.
smack          1	1	0	0	0	0	0	I'm gonna smack him dead.
smallpox       1	0	0	0	0	0	1	Weaponized smallpox!
smart          1	0	0	1	0	0	0	to some uppity smart-mouthed bitch.
smell          4	0	4	0	0	0	0	They see you, smell you and if they catch you, they eat you.
smoking        1	0	0	1	0	0	0	Sitting on your ass smoking cigarettes?
sneaking       1	0	1	0	0	0	0	You know the key to surviving? Sneaking in and out, tiptoeing.
solution       1	0	0	0	0	0	1	They thought they were close to a solution.
solve          1	1	0	0	0	0	0	Said they were working on how to solve this thing.
some           48	4	9	8	11	10	6	Try to eat you, take him some flesh at least.
somebody       7	0	2	0	0	0	5	Somebody did-- I guess when the city got overrun.
someday        1	0	0	1	0	0	0	Maybe we'll get to steal another one someday.
somehow        1	0	0	0	0	1	0	But I somehow always missed it.
someone        5	0	1	1	1	1	1	Not me, but I know someone who would.
something      32	5	6	5	7	4	5	I would never say something that cruel to her.
sometimes      5	4	0	1	0	0	0	I don't know why sometimes we guess.
somewhere      7	0	1	2	0	1	3	We go off somewhere and bump some uglies?
son            27	9	4	5	5	2	2	son of a bitch you'd ever hear to hear her tell it.
song           1	0	0	1	0	0	0	Heroes, son, spoken of in song and legend.
soon           4	1	1	0	0	1	1	They hope you come back real soon.
sophia         3	0	0	1	1	0	1	Hey, Carol, Sophia, how are y'all this evening?
sorrow         1	0	0	0	0	0	1	An end to sorrow, grief...
sorry          30	3	6	11	3	6	1	Look, I'm sorry, man.
sound          9	4	2	1	1	1	0	"You sound just like my damn father.
sounds         5	2	1	1	1	0	0	Sounds like they're chasing those idiots up and down every back road we got.
sour           1	0	0	0	0	0	1	Well, just stick to sour pop there, bud.
source         1	0	0	1	0	0	0	Hard to pinpoint the source.
south          1	1	0	0	0	0	0	Highway 18 south GTAAD W217 243.
sow            1	0	0	0	0	1	0	You reap what you sow.
speak          5	3	1	1	0	0	0	The least you could do is speak.
speaking       2	0	0	0	0	1	1	Speaking of which,
special        3	1	0	1	1	0	0	That vase has something special.
speed          2	1	0	0	1	0	0	All available units, high speed pursuit
spend          1	0	0	0	1	0	0	and not spend all of your breath trying to conquer it."
spent          2	0	0	0	1	1	0	I only spent my entire childhood with my ass in a boat.
spills         1	0	0	0	1	0	0	We'll see which side spills more blood.
spit           1	0	0	1	0	0	0	Spit his teeth out on the ground.
spoken         1	0	0	1	0	0	0	Heroes, son, spoken of in song and legend.
spoon          1	1	0	0	0	0	0	I hope you left her that spoon collection.
spot           1	0	0	0	0	1	0	put Lori and Carl in that kind of spot.
square         1	0	1	0	0	0	0	My god, it's like Times Square down there.
squeeze        1	0	0	1	0	0	0	Maybe half a dozen geeks can squeeze against it
squirrel       2	0	0	2	0	0	0	I got some squirrel-- about a dozen or so.
stadium        1	0	0	0	0	1	0	It is out of the stadium!
staff          2	0	0	0	1	0	1	The staff took off, just left 'em here to die.
stage          1	0	0	0	0	0	1	cocoists of a two-stage aerosol ignition
staircase      1	0	0	1	0	0	0	Staircase is narrow.
stand          1	0	1	0	0	0	0	If you move now while they're distracted, you stand a chance.
staring        1	0	1	0	0	0	0	There's a cop staring at me.
start          9	0	2	3	1	2	1	No, but it'd be a start.
started        2	0	0	1	0	0	1	When things started to get really bad,
station        3	1	0	1	0	1	0	Station got its own propane system.
status         1	0	0	0	0	1	0	Alert status.
stay           27	6	2	3	8	5	3	What I think, Leon, is that you need to stay focused.
stayed         5	1	0	0	1	1	2	We just stayed hunkered down.
staying        6	0	0	1	0	0	5	Being all wily, staying submerged.
stays          2	0	1	0	0	0	1	You be my wingman. Jacqui stays here.
steady         1	1	0	0	0	0	0	Steady. It's just a few. Nothing we can't outrun.
steal          2	1	0	1	0	0	0	Did you steal it from your Grandma Gene's house.
stem           1	0	0	0	0	0	1	- It restarts the brain?　- No, just the brain stem.
stepping       1	0	0	1	0	0	0	You see anybody else here stepping up
stew           1	0	0	1	0	0	0	Let's stew 'em up.
stick          2	0	1	0	0	0	1	Back at the tank, why'd you stick your neck out for me?
still          20	6	3	3	1	6	1	Still man, that... that earns me this.
stings         1	0	0	1	0	0	0	That stings.
stockade       1	0	0	1	0	0	0	16 months in the stockade--
stocked        1	0	0	0	1	0	0	I'd have stocked up.
stolen         2	1	0	1	0	0	0	You know anybody could've broken in here and stolen clothes, right?
stomp          1	0	0	0	1	0	0	I'm gonna stomp your ass!
stop           20	0	2	6	7	1	4	Stop it! Dixon, get off him!
stopped        3	1	0	1	0	0	1	Huge, when they said it, before the broadcast stopped.
stopping       1	0	0	1	0	0	0	What's stopping you?
storage        1	0	0	0	0	0	1	But there are cots in storage if you like.
store          5	0	5	0	0	0	0	I'd feel better if you were out in that store
stories        1	0	0	1	0	0	0	Just swapping war stories, Ed.
story          1	0	0	0	1	0	0	- Different story? - Why don't you take a tally?
strains        1	0	0	0	0	0	1	Ebola strains that could wipe out half the country!
street         13	4	5	1	3	0	0	The sound draws them,now they're all over the street.
streets        7	1	4	0	2	0	0	Streets won't fit to be on, and then we'll...
stretch        1	0	0	0	0	1	0	- Man, that is a stretch right there. - Why?
strip          2	0	0	2	0	0	0	Yeah, go on, strip it clean.
strolling      1	0	0	0	1	0	0	I'm not strolling the streets of Atlanta
stronger       1	0	0	0	0	1	0	We got guns now. We're stronger.
struck         1	1	0	0	0	0	0	They're struck blind the second they leave a room.
structure      1	0	0	0	0	1	0	If there's any government left, any structure at all,
structures     2	0	1	0	0	0	1	Big structures often had drainage tunnels
stuck          1	0	0	0	1	0	0	just some idiot stuck in a tank.
studied        1	0	0	0	0	1	0	Too bad I never studied engineering.
stuff          11	1	2	0	3	0	5	You share your feelings and that kind of stuff?
stump          1	0	0	0	1	0	0	He cauterized the stump.
stupid         7	2	1	2	1	0	1	"and you are still too damn stupid to learn how to turn off a switch?
stupidest      1	0	0	1	0	0	0	I think it is just the stupidest way to break your--
style          1	0	0	1	0	0	0	Cajun-style kermit legs.
subbasements   1	0	1	0	0	0	0	into the sewers in case of flooding down in the subbasements.
subject        2	0	0	0	0	0	2	Test subject 19.
submerged      1	0	0	1	0	0	0	Being all wily, staying submerged.
submit         1	0	0	0	0	0	1	You all submit to a blood test.
such           2	0	1	0	0	0	1	She's still such a kid in some ways.
suck           2	0	1	1	0	0	0	- I'm sorry, yo. - You suck.
suckers        1	0	0	1	0	0	0	Little suckers, they know something's up.
sudden         1	0	0	0	1	0	0	Couldn't get his breath all of a sudden.
suffering      1	0	0	0	1	0	0	Where's the compensation for their pain and suffering?
sugar          1	0	1	0	0	0	0	Ain't that right, sugar tizz?
suggest        2	0	0	0	0	2	0	What do you suggest?
suggested      1	0	0	0	0	1	0	If one of us suggested, based on a hunch,
suggesting     1	0	0	0	0	1	0	- I'm not suggesting-- - He's sick. A sick man.
suicide        1	0	0	0	0	0	1	and committing suicide in the hallways,
suicides       1	0	0	0	0	0	1	There was a rash of suicides.
sumbitch       1	1	0	0	0	0	0	- I found you... - Daddy, I got this sumbitch.
sumbitchs      1	0	0	0	1	0	0	Had enough in him to take out these two sumbitchs.
sun            1	0	0	0	1	0	0	Your mama's right. Sun just cooked my head is all.
sunshine       1	0	1	0	0	0	0	and I'll be all "Sammy sunshine" positive for you.
sunstroke      1	0	0	0	1	0	0	You had sunstroke. Nobody's blaming you.
super          1	0	1	0	0	0	0	or the rent or the Super Bowl.
supplies       1	0	1	0	0	0	0	Look, we came into the city to scavenge supplies.
supposed       4	0	0	1	1	0	2	If it's supposed to make me feel better, it don't.
sure           24	4	4	6	7	3	0	Make sure you got a round in the chamber and your safety off.
surgeries      1	0	0	0	0	1	0	And after all the surgeries and the chemos,
surprised      2	0	0	1	0	0	1	Well, I'm not surprised after Atlanta fell.
surprises      1	0	0	0	0	0	1	No surprises.
surrounded     2	0	2	0	0	0	0	You're surrounded by walkers. That's the bad news.
survival       1	1	0	0	0	0	0	Here I am, packing survival gear, she's grabbing photo albums....
survive        1	0	1	0	0	0	0	We survive this by pulling together,
survived       1	0	0	0	0	0	1	But there was no way he could've survived that. No way.
surviving      5	1	2	0	2	0	0	We are surviving here. We are day to day.
suspects       1	1	0	0	0	0	0	Suspects are two male Caucasians.
swapping       1	0	0	1	0	0	0	Just swapping war stories, Ed.
swarmed        1	0	0	1	0	0	0	I dropped the bag in Atlanta when I got swarmed.
swear          1	1	0	0	0	0	0	I mean every woman, I ever let have a key, I swear to God.
sweep          1	0	0	0	0	1	0	Let's go do our sweep.
sweet          1	0	0	0	1	0	0	Sweet. Come on, Sophia.
sweeten        1	0	0	1	0	0	0	sweeten the deal a bit.
sweetheart     2	0	1	0	0	0	1	Sweetheart, I want you to stay where Dale can see you, okay?
sweetie        3	0	0	1	0	1	1	Come here, sweetie.
swim           1	0	0	0	0	1	0	I say swim toward the closest ship,
swimming       1	0	0	0	0	1	0	Amy is there swimming.
swing          1	0	0	1	0	0	0	And then this idiot, he takes a swing,
switch         3	3	0	0	0	0	0	They're born thinking the switch only goes one way.
synapses       1	0	0	0	0	0	1	Those are synapses,
system         2	1	0	0	0	0	1	Station got its own propane system.
table          4	1	0	0	2	0	1	I'll just set this on your side table, ok?
taco           1	0	1	0	0	0	0	Bad enough I've got this taco-bender on my ass all day.
tagged         1	1	0	0	0	0	0	I saw you get tagged, man, it scared the hell out of me.
take           43	6	7	4	17	7	2	Take a moment, eh? Look how sharp it is.
taken          5	0	0	2	2	0	1	And it is an art, my friend. It is not to be taken lightly.
takes          3	0	0	2	0	0	1	And then this idiot, he takes a swing,
taking         4	0	0	2	1	1	0	But if you're gonna go, you're taking bullets.
talk           15	1	2	6	3	2	1	- He called me Carl. - Son, you know they don't talk.
talked         1	0	0	0	0	1	0	- You sure? - We talked about it.
talkie         1	0	0	1	0	0	0	The walkie-talkie, the one in the bag I dropped.
talking        5	0	0	2	0	2	1	and yes, I am talking about you--
tally          1	0	0	0	1	0	0	- Different story? - Why don't you take a tally?
tank           8	1	5	0	2	0	0	Hey, you in the tank.
tape           2	0	0	0	0	2	0	It's more duct tape than hose.
taped          1	0	0	0	0	1	0	taped to a red car
target         1	1	0	0	0	0	0	Goes faster than you think. Especially at target practice.
tastes         1	0	0	0	0	0	1	That tastes nasty.
taught         1	0	0	0	1	0	0	boat and he taught me dry lures from day one.
taxing         1	0	0	0	0	0	1	Dr. Jenner, I know this has been taxing for you
teach          7	1	0	2	4	0	0	We gotta do it carefully, teach you to respect the weapon.
teeth          4	0	0	3	1	0	0	When I punched out his front teeth.
tell           53	8	7	23	4	5	6	I wanna say,"Bitch, you mean to tell me
telling        5	1	1	1	1	1	0	"telling me to turn off the damn lights."
terrified      1	0	0	0	0	1	0	Look at mine. We're all terrified.
territory      1	0	0	0	0	1	0	Crossing 100 miles of hostile territory?
terrorist      1	0	0	0	0	0	1	in a terrorist attack, for example--
test           4	0	0	0	0	1	3	Every test.
texting        1	0	0	1	0	0	0	And texting.
than           17	3	1	1	6	2	4	There's more of them out there than usual.
thank          16	2	1	4	3	3	3	Father,we thank thee for this food... Thy blessings...
thanked        1	0	0	0	0	0	1	It seems to me we haven't thanked our host properly.
thanks         3	0	1	0	0	2	0	Rick. Thanks.
that           306	45	50	60	57	43	51	cause I then gotta walk through that house,
the            577	65	99	95	120	82	116	What's the difference between men and women?
thee           1	1	0	0	0	0	0	Father,we thank thee for this food... Thy blessings...
their          14	2	1	0	6	4	1	They wanted me to bring them down, they send their love and they just...
theirs         1	0	0	0	1	0	0	Anybody could come around and say it was theirs.
them           46	9	9	9	8	5	6	Hey, we'll get them on one of those video shows, you know,
themselves     1	0	0	0	1	0	0	But most can't even get to the bathroom by themselves,
then           21	4	1	1	6	2	7	cause I then gotta walk through that house,
there          107	15	21	15	14	20	22	the polite version there...
thermobaric    1	0	0	0	0	0	1	high-impulse thermobaric fuel-air explosives
these          19	3	4	3	3	5	1	Everybody pitched in on these. They uh...
they           78	22	17	11	12	6	10	They're struck blind the second they leave a room.
thief          1	1	0	0	0	0	0	Some random thief took those too, you think?
thing          24	7	3	3	3	5	3	The thing is...
things         27	1	5	5	3	5	8	Things got crazy.
think          77	12	6	23	14	15	7	You think I was the most closed mouth
thinking       6	1	1	1	0	3	0	They're born thinking the switch only goes one way.
thinks         1	0	0	0	0	0	1	does or thinks from the moment of birth
thirst         3	0	0	3	0	0	0	The guy wouldn't give you a glass of water if you were dying of thirst.
this           142	25	22	27	21	18	29	- Is this a joke? - No, serious.
tho            1	1	0	0	0	0	0	You know... I don't actually say that,tho.
thorough       1	0	0	0	0	0	1	Let me just at least be thorough.
those          29	3	5	4	5	5	7	Sounds like they're chasing those idiots up and down every back road we got.
though         2	0	1	1	0	0	0	Next time though, take the safety off.
thought        17	1	0	5	3	4	4	I thought I heard him say something.
thoughts       1	1	0	0	0	0	0	Do you express your thoughts?
threatens      1	0	0	0	1	0	0	Beats on him, threatens to cut off his feet,
three          4	0	1	1	1	0	1	And three, two, one-- pull it.
threw          1	0	0	0	1	0	0	Not us. We always threw them back.
throat         1	0	0	0	1	0	0	I'm gonna kick your nuts up in your throat!
through        15	4	4	5	2	0	0	cause I then gotta walk through that house,
throw          2	0	0	1	1	0	0	Could you throw me a bone here, man?
thrown         1	0	0	1	0	0	0	He's not worth one of your lives, even with guns thrown in.
thy            1	1	0	0	0	0	0	Father,we thank thee for this food... Thy blessings...
tiberius       3	1	0	0	1	1	0	翻譯 Tiberius
tie            2	0	1	0	1	0	0	Good, just tie it like around your finger.
tied           1	0	0	0	1	0	0	No, he tied at least three.
tight          1	0	1	0	0	0	0	It's tight down there.
till           3	1	0	1	0	0	1	Just have to wait 'em out till morning.
time           51	7	9	11	7	7	10	pissed at me all the time, and I don't know why.
timeout        1	0	0	0	1	0	0	This timeout.
times          5	0	2	1	1	0	1	My god, it's like Times Square down there.
tin            1	0	0	0	0	1	0	We could hang some more tin cans.
tiny           1	0	0	0	0	0	1	One tiny moment--
tiptoeing      1	0	1	0	0	0	0	You know the key to surviving? Sneaking in and out, tiptoeing.
tired          1	0	1	0	0	0	0	'cause I'm getting sick and tired of hearing mine.
tissue         1	0	0	0	1	0	0	Wrapping paper, color tissue, anything?
tizz           1	0	1	0	0	0	0	Ain't that right, sugar tizz?
today          7	6	0	0	1	0	0	I never should have fired that gun today.
together       7	0	2	0	1	4	0	We survive this by pulling together,
toilet         1	0	0	0	1	0	0	We're out of toilet paper?
told           16	1	0	5	5	1	4	Military protection food, shelter... They told people to go there.
tolerance      1	0	0	0	0	1	0	The line's pretty clear. Zero tolerance for walkers,
tomorrow       4	0	0	1	1	2	0	tomorrow I'll teach you something special.
tonight        3	0	0	0	1	2	0	...Because of you my children will eat tonight.
too            34	7	4	4	6	6	7	"and you are still too damn stupid to learn how to turn off a switch?
took           9	1	0	1	4	2	1	Some random thief took those too, you think?
toolbag        1	0	1	0	0	0	0	Hey, see that hacksaw over there in that toolbag?
tools          3	0	0	3	0	0	0	I never like lending tools.
topic          1	0	0	1	0	0	0	I'd like to have a calm discussion on this topic.
topside        1	0	0	0	0	0	1	There's no point. Everything topside is locked down.
tough          3	0	0	0	3	0	0	No matter how tough he is.
toughest       1	0	0	0	1	0	0	Toughest asshole I ever met, my brother.
tourniquet     1	0	0	0	1	0	0	He must have used a tourniquet-- maybe his belt.
toward         2	0	0	0	0	2	0	that we head toward that city,
town           3	0	2	1	0	0	0	You the new sheriff come riding in to clean up the town?
toy            1	1	0	0	0	0	0	That's right. It's not a toy.
track          1	0	0	0	1	0	0	Time-- it's important to keep track, isn't it?
tracking       1	0	0	1	0	0	0	I've been tracking this deer for miles.
trade          3	0	0	0	2	0	1	Sounds like an even trade.
traded         1	0	0	0	0	0	1	And if I could've traded places with him, I would have.
tragedy        1	0	0	0	0	1	0	The tragedy of their loss cannot be overstated.
trail          1	0	0	0	0	1	0	So you can follow our trail.
trap           3	0	0	2	1	0	0	We left him like an animal caught in a trap.
trapped        4	0	3	1	0	0	0	We're trapped in the department store.
trash          1	0	1	0	0	0	0	No dumb-as-shit, inbred white-trash fools either.
travel         2	2	0	0	0	0	0	But enough to travel.
treat          1	0	0	0	0	0	1	How can you treat me like this?
tree           1	0	0	0	0	1	0	Hey, another damn tree.
trickle        1	0	0	0	1	0	0	The vatos trickle in to check on their parents, their grandparents.
trigger        2	1	1	0	0	0	0	You pull the trigger, you have to mean it.
trouble        3	0	1	0	2	0	0	We've got enough trouble.
trucks         2	1	1	0	0	0	0	Out on the loading dock, hauling trucks.
true           2	0	0	0	1	0	1	This true?
trust          3	0	0	0	1	2	0	Question is, do you trust that man's word?
truth          1	0	0	1	0	0	0	- We could lie. - Or tell the truth.
try            15	5	3	1	1	1	4	Look, man, I may have a... fail to amuse with my sermon, but I did try.
trying         8	0	3	2	2	0	1	I was trying to be quiet.
tunnel         1	0	1	0	0	0	0	Yeah, we've got ourselves a sewer tunnel.
tunnels        1	0	1	0	0	0	0	Big structures often had drainage tunnels
turd           1	0	0	0	1	0	0	I told you, this little turd and his douche bag friends
turkey         1	0	0	0	0	1	0	Hell, I can hit a turkey between the eyes from this distance.
turn           7	5	0	2	0	0	0	I never met a woman who knew how to turn off a light.
turned         1	0	0	0	0	0	1	Why is everything turned off?
turning        1	1	0	0	0	0	0	She's good. She's good at turning off lights.
twice          1	0	1	0	0	0	0	Yeah? Well, screw you twice.
two            13	1	2	1	6	0	3	Suspects are two male Caucasians.
uglies         1	0	1	0	0	0	0	We go off somewhere and bump some uglies?
ugly           2	0	0	2	0	0	0	Merle! Get your ugly ass out here!
under          1	0	1	0	0	0	0	What about under the streets? The sewers?
underground    2	0	0	0	0	1	1	Living underground doesn't help,
understand     9	1	1	2	2	2	1	You understand...
understatement 1	0	1	0	0	0	0	Now there's an understatement.
unicorns       1	0	1	0	0	0	0	Unicorns, dragons.
uniform        1	0	0	0	0	0	1	when I washed your uniform I found this in your pocket.
unique         1	0	0	0	0	0	1	The thing that makes you unique.
unit           4	4	0	0	0	0	0	Unit 1, Unit 3.
units          3	2	0	0	0	0	1	All available units, high speed pursuit
unjustified    1	0	1	0	0	0	0	Not that was entirely unjustified.
unknown        1	1	0	0	0	0	0	broadcasting a person unknown, please respond.
unless         1	0	0	0	1	0	0	Unless I've misread the signs,
unload         1	0	0	0	1	0	0	Unload on their asses, ese.
unloading      1	0	0	0	1	0	0	What's to stop my people from unloading on you
until          2	0	1	0	1	0	0	Look, until now I always came here by myself--
unwrapped      1	0	0	0	1	0	0	You don't give a gift unwrapped.
uppity         1	0	0	1	0	0	0	to some uppity smart-mouthed bitch.
upstairs       1	1	0	0	0	0	0	Daddy'll be upstairs.
use            7	0	1	3	0	1	2	You may have occasion to use it.
used           4	0	1	0	2	0	1	He used to be like us--
useless        1	0	0	0	0	1	0	useless dead flesh.
uses           1	0	0	0	0	0	1	The system is dropping all the nonessential uses of power.
using          1	1	0	0	0	0	0	Stupid... using a gun...
usual          1	1	0	0	0	0	0	There's more of them out there than usual.
vacuum         1	0	0	0	0	0	1	The vacuum-pressure effect ignites the oxygen
van            5	0	0	3	1	1	0	Now that cube van of yours--
vary           1	0	0	0	0	0	1	The resurrection times vary wildly.
vase           1	1	0	0	0	0	0	That vase has something special.
vato           4	0	0	1	3	0	0	Yeah, crazy vato just got into town.
vatos          3	0	0	0	3	0	0	The vatos trickle in to check on their parents, their grandparents.
vehicle        1	1	0	0	0	0	0	I'll go. Give me a vehicle.
vengeance      1	0	0	0	1	0	0	He's gonna be taking some vengeance back to camp.
venison        1	0	0	1	0	0	0	cook us up some venison.
version        2	2	0	0	0	0	0	Anyway, uh... Polite version...
very           7	1	0	2	1	1	2	- Very wise. - Yes, sir.
vest           1	1	0	0	0	0	0	We'll get you a new vest.
vests          1	0	0	0	0	1	0	Gonna have to start wearing reflective vests out here.
vibrator       1	0	0	1	0	0	0	I miss my vibrator.
video          2	1	0	0	0	0	1	Hey, we'll get them on one of those video shows, you know,
view           1	0	0	0	0	0	1	Enhanced internal view.
vigil          2	0	0	0	0	0	2	Death? That's what this is, a vigil?
village        1	0	0	0	1	0	0	like a village priest saying mass.
viral          1	0	0	0	0	0	1	It could be microbial, viral, parasitic, fungal.
voice          6	4	2	0	0	0	0	And that's when the exorcist voice pops out.
volunteered    2	0	1	0	0	0	1	She volunteered to go
vote           1	0	1	0	0	0	0	I vote me. Anybody else?
voted          1	0	0	0	1	0	0	He is not judge and jury. Who voted you king boss, huh?
vultures       1	0	0	1	0	0	0	Vultures.
wailing        1	0	0	1	0	0	0	Are you crazy, driving this wailing bastard up here?
wait           19	1	3	3	2	0	10	Just have to wait 'em out till morning.
waiting        4	0	2	1	0	0	1	I bet. That's what you get for keeping me waiting.
waits          1	0	0	0	1	0	0	While Daryl waits here in the alley,
wake           7	2	0	3	0	1	1	Wake, wake up!
walk           5	2	0	3	0	0	0	cause I then gotta walk through that house,
walked         2	0	0	0	2	0	0	He could have walked away, but he didn't.
walker         6	1	0	2	1	2	0	For him, you need glasses, that was a walker.
walkers        9	1	2	0	1	3	2	The walkers.
walkie         1	0	0	1	0	0	0	The walkie-talkie, the one in the bag I dropped.
walkies        2	0	0	2	0	0	0	- These are our walkies? - Yeah.
walking        2	0	0	1	0	0	1	Walking into our home, finding an empty house,
walks          1	0	0	0	1	0	0	Everybody walks.
walls          1	1	0	0	0	0	0	You see the framed photos on the walls?
walsh          1	1	0	0	0	0	0	This is officer Shane Walsh,
wander         2	1	1	0	0	0	0	Probably wander off by morning.
wandered       1	0	0	0	0	0	1	The way he just wandered off like that.
wandering      1	0	0	0	1	0	0	Just wandering out in the streets, maybe passing out?
wanna          5	4	0	1	0	0	0	You know what I wanna say.
want           55	3	7	9	12	13	11	everything I say makes her impatient,like she didn't want to hear it after all.
wanted         4	1	0	1	0	1	1	They wanted me to bring them down, they send their love and they just...
wants          7	1	0	0	3	3	0	You see, this is -- this is when Reverend Shane wants to
war            1	0	0	1	0	0	0	Just swapping war stories, Ed.
warming        2	2	0	0	0	0	0	She'll bitch about global warming.
warn           3	2	0	1	0	0	0	He couldn't hear me. I couldn't warn him.
was            87	6	10	18	17	9	27	You think I was the most closed mouth
washboard      1	0	0	1	0	0	0	Scrubbing on a washboard
washed         2	0	0	1	0	0	1	You washed my clothes?
washing        2	0	2	0	0	0	0	The smell's washing off, isn't it?
wasting        1	0	1	0	0	0	0	Man, you wasting bullets we ain't even got!
watch          16	2	0	1	6	5	2	We ask you to watch over us in these crazy days.
watching       2	1	1	0	0	0	0	I'm mean watching the same crap every time I come in here.
water          8	1	0	1	2	2	2	Hot water!
wave           1	0	0	0	0	0	1	that produces a blast wave of significantly greater power
way            41	1	8	10	7	2	13	They're born thinking the switch only goes one way.
wayne          2	0	2	0	0	0	0	Wayne Dunlap.
ways           6	2	3	1	0	0	0	just figured out that the light switch see, goes both ways,"
weak           2	0	1	0	1	0	0	Weak.
weaker         1	0	0	0	0	1	0	That makes us weaker.
weapon         1	1	0	0	0	0	0	We gotta do it carefully, teach you to respect the weapon.
weaponized     1	0	0	0	0	0	1	Weaponized smallpox!
wearing        1	0	0	0	0	1	0	Gonna have to start wearing reflective vests out here.
week           2	1	0	0	0	1	0	And I've been saying for a week,
weird          1	0	0	0	1	0	0	You are so weird.
welcome        7	0	2	2	0	0	3	Glenn. You're welcome.
welded         1	0	0	0	1	0	0	Welded all the doors shut except for one entrance.
